Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"CREAM,WHIPPED,CRM TOPPING,PRESSURIZED",Vegetarian,Milk and Milk Products,22.22,12.49,3.2,262.74
"DESSERT TOPPING,PRESSURIZED",Vegetarian,Miscellaneous,22.3,16.07,0.98,268.9
"SALAD DRSNG,KRAFT LT DONE RIGHT! RANCH DRSNG",Vegetarian,Fats and Edible Oils,22.8,10.5,1.2,252
